name,long,lat,address,nb_items,equipment,id,url,facilities,about
Piha Domain,174.472271833794,-36.954377370693,"24 Seaview Road, Auckland",5,Modern Modular<br>Playground Track<br>Roctopus<br>Spinner<br>Swing Quad,11337,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13735,"BBQ,playground, toilets",Premier Park - Leisure
Pin Oak Reserve,174.691168744215,-36.7544458496857,"19 Aberley Road, Auckland",7,Bridge<br>Slide<br>Soccer Play Backstop<br>Spacenet & Slide<br>Swing snr<br>Swing keyhole Jnr<br>Water Play,21863,,,
Playtime Park,174.843665008851,-36.8886818138839,"12 Fynes Avenue, Auckland",8,Digger<br>Digger<br>Dippy Disc<br>Flying Fox<br>Medium Module<br>Spica<br>Spica<br>Swing<br>Water Play<br>Water Play<br>Water Sluice Gate,23971,,,
Plymouth Reserve,174.787298615651,-36.8135307669584,"9 Plymouth Crescent, Auckland",5,Overhead Event<br>Seesaw standup puppet<br>Spinner<br>Springy-4 seater<br>Swing,20332,,,
Point England Reserve,174.872336400153,-36.8829162640158,"254 Point England Road, Auckland",3,Module<br>Slide<br>Swing,10266,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1660,"The reserve lies within the residential area of Point England/Glenn Innes. It is bordered to the south by Point England Road and to the west by Elstree Avenue. The eastern edge of the Reserve abuts the Tamaki River, whilst to the north it adjoins the rear of residential properties which are located on Taniwha Street and cul-de-sacs off Taniwha Street, including Kotae Road, Kiano Place, and Concord Place.","Point England Reserve occupies 41 hectares and consists of a combination of rural (grazed) open space, sports fields and coastal edge (Tamaki River). In addition the reserve includes the Glenn Innes Indoor Community Pool and Recreation Centre."
Point Wells Community Centre,174.756395225645,-36.3219522920695,"Point Wells Road, Point Wells",4,Module-Medium<br>Roundabout<br>Swing beam<br>Swing,22162,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13768,playground,
Point Wells Foreshore Reserve,174.757104154971,-36.3192085436709,"Riverside Drive, Auckland",2,Module-Medium-Jnr<br>Swing,22165,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13769,"playground, toilets",
Pollard Park,174.748881176576,-36.8956075044101,"1A Waitomo Avenue, Auckland",3,Module junior<br>Spica<br>Swing,10343,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1675,"Playground, tables, drinking fountains, toilets",Small sports park surrounded by residential housing. Limited to sports activities 3 hours per week.
Pollok School Grounds,174.613947592285,-37.1389333788508,"2112 Awhitu Road - Waiuku, Auckland",3,Balancing stand<br>Large modular<br>Swing unit,23809,,,
Ponderosa Reserve,174.721502640292,-36.7205971044448,"26A Ponderosa Drive, Auckland",3,Module-Large<br>Module-Small-Jnr<br>Swing,21932,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13776,playground,Local Park - Leisure
Pooks Reserve,174.600454928084,-36.8687398438428,"26 Pooks Road, Auckland",3,Modern Modular<br>Playground Track<br>Swing Double,21766,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13778,playground,Local Park - Leisure
Port Albert Wharf Reserve,174.430119167329,-36.2721540640748,"Wharf Road, Auckland",3,Module-Medium-Jnr<br>Sand Pit-Boat shape<br>Swing,22175,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13781,"playground, toilets",
Portsea Reserve,174.710042550158,-36.8163604957478,"1 Portsea Place, Auckland",1,Module-Medium,20885,,,
Possum Bourne Reserve,174.899343929653,-37.1869559718167,"36 Lough Bourne Drive, Auckland",3,Modular Unit (Small)<br>Roundabout<br>Swing,22898,,,
Potters Park,174.748438743127,-36.8868823275676,"173 Balmoral Road, Auckland",14,Double swing set<br>Fantail roundabout<br>Feature Splash Pad blue green<br>Feature Splash Pad blue green<br>Feature Splash Pad red leaf grey pole<br>Feature Splash Pad red leaf grey pole<br>Feature Splash Pad red pole<br>Feature Splash Pad switch<br>Feature Splash Pad yellow loop<br>Feature Splash Pad yellow mushroom<br>Junior module<br>Module senior<br>Overhead climber<br>Seesaw<br>Springy seesaw<br>Swing,10286,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1690,"The park is used for informal recreation and has many facilities for families of all ages. The park contains a number of scheduled trees which are protected in the Auckland City Proposed District Plan. The protected trees consist of radiata pines, queen palms and phoenix palms.",Potters Park is a 3 hectare reserve located on the corner of Balmoral and Dominion Roads in Mt Eden. Pedestrian access to the park is gained from Balmoral and Dominion Road.
Powrie Reserve,174.717435881232,-36.7863000303769,"36 Powrie Street, Auckland",3,Seesaw<br>Slide<br>Swing,22185,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13793,playground,Natural
Premier Reserve,174.71547015612,-36.8667810478058,"26 Premier Avenue, Auckland",2,Module<br>Swings,21416,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1695,Playground,Small local green open space.
Premila Drive Reserve,174.894319530152,-37.2151450437193,"Premila Drive, Auckland",4,Modern Modular (Small)<br>Seesaw<br>Springy Animal<br>Swing,22883,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13794,playground,Local Park - Leisure
Prospect Park,174.636907952196,-36.9155423946232,"Pisces Road, Auckland",4,Double Seesaw<br>Modern Modular<br>Playground Track<br>Swing Double,11339,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13802,playground,Local Park - Leisure
Proude Reserve,174.991680642751,-37.1907370517013,"Razorback Road, Auckland",2,Spring Saw<br>Swing,22887,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13803,playground,Local Park - Leisure
Pt Erin Park,174.741152754723,-36.8393324312843,"94 Shelly Beach Road, Auckland Central",3,Module<br>Seesaw<br>Swings T bar<br>Swings T bar,10387,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1700,"Playground, tables, bike stands, toilets",An open space adjacent to Point Erin pools covering approximately 4 hectare. Is located between St Mary's Road to Curran Street. Lovely location and great for both active and passive use.
Puhoi Pioneer's Memorial Park Domain,174.662436151555,-36.512426088448,"Domain Road, Auckland",2,Module-Medium<br>Swing,11208,,,
Pukekohe Town Centre Grnds,174.905331503425,-37.2010936893825,"163 King Street, Auckland",2,Modular Unit (Large)<br>Roundabout,23021,,,
Pukemateko Reserve Omaha South,174.782221334394,-36.3483398717731,"177 Mangatawhiri Road, Omaha",2,Module-Large<br>Swing,22148,,,
Puni Recreation Reserve,174.905279083709,-37.2010671672901,"Attewell Road, Auckland",1,RBIN,10537,,,
Purata Park,174.771728661773,-36.9473875885141,"39R Ambury Road, Auckland",2,Modern Modular (Small)<br>Swing,21678,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13822,playground,Local Park - Leisure
Quona Reserve,174.738700319202,-36.9297316967687,"7 Quona Avenue, Auckland",2,"Module - slide, climbers, sway bridge<br>Swings",21081,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1715,Playground,Small local reserve.
Randwick Park (Secretariat Place),174.914132777524,-37.0237524119231,"42R Secretariat Place, Auckland",21,Frame rail and box<br>Curved hubba<br>Funbox 1<br>Funbox 2<br>Funbox 3<br>Grindbox<br>Hubba 1<br>Hubba 2<br>Hubba 3<br>Hubba 4<br>Hubba 5<br>Hubba 6<br>Kick up 1<br>Rail<br>Rail<br>Rail<br>Rail<br>Rail<br>Rail<br>Rail<br>Rail<br>Ramp<br>Ramp<br>Skate bowl<br>Steps<br>Steps<br>Steps<br>Steps<br>Steps<br>Steps<br>Triangle bank<br>Volcano<br>Wall ride<br>Whale tail,21782,,,
Ranui Domain,174.599536963074,-36.8665591737788,"3 Robertson Road, Auckland",6,Fitness Station Bench Press & Twister<br>Fitness Station-Horse Rider & Skier<br>Fitness Station-Pull Down & Cycle<br>Fitness Station-Shoulder Wheel XTrainer<br>Modern Modular<br>Swing Double,11341,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14028,"playground, toilets",Premier Park - Sport
Rautawhiri Park,174.466369383219,-36.6802507238933,"164 Rautawhiri Road, Auckland",3,Module-Large-Stand Alone Items<br>Module-Medium-Jnr<br>Track Ride,11213,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14038,"playground, toilets",
Rawalpindi Reserve,174.714838826585,-36.8748522008573,"9A Rawalpindi Street, Auckland",2,Module<br>Swing T bar,21052,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1735,Playground,Medium reserve.
Red Beach Park,174.70819362177,-36.6063777837006,"10 William Bayes Place, Auckland",4,Balance beam<br>Flying Fox<br>Module-Small-Jnr<br>Swing,20599,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14046,playground,
Redcastle Park,174.904958020778,-36.9450127309977,"17R Redcastle Drive, Auckland",1,Modern modular,21759,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14049,playground,Local Park - Leisure
Regency Park Drive Reserve,174.791544311756,-36.6057447780502,"68 Regency Park Drive, Gulf Harbour",2,Module-Medium<br>Swing,20539,,,
Rewi Alley Reserve,174.728592095105,-36.7603306669201,"52 Trias Road, Auckland",2,Module-Large<br>Swing,21119,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14074,playground,Local Park - Leisure
Reynella Reserve,174.608553629008,-36.8429372672963,"81 Reynella Drive, Auckland",3,Modern Modular<br>Single Seesaw<br>Swing Double,22048,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14075,playground,Local Park - Leisure
Reynolds Road Reserve,174.907036023726,-37.1923215073007,"1 Reynolds Road, Auckland",2,Fitness device<br>Fitness device<br>Balancing Bar,10510,,,
Rhinevale Close,174.616537305538,-36.8860671000257,"5 Rhinevale Close, Auckland",3,Modern Modular<br>Modern Modular<br>Playground Track<br>Swing Double,22052,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14077,playground,Local Park - Leisure
Riverhead War Memorial Park,174.589080870388,-36.7618288572336,"1087 Coatesville-Riverhead Highway, Auckland",6,Module medium (senior)<br>Module-Slide-Tunnel<br>Seesaw-Spring<br>Springy Animal Whale<br>Swing snr<br>Swing T bar Jnr,11205,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14091,"playground, toilets",
Riverpark Reserve,174.618114113146,-36.8560463633131,"12 Bittern Place, Auckland",2,Modern Modular<br>Swing Double,11342,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14095,playground,Local Park - Leisure
Riversdale Reserve,174.67978692471,-36.8936518202655,"93 Riversdale Road, Auckland",10,Fitness Station Chin Up & Step & Reach<br>Fitness Station-Sit Up Bench & Leg Press<br>Fitness Station-Skier & Horse Rider<br>Fitness Station-Twister & Vertical Bench<br>Climbing Frame<br>Flying Saucer Swing<br>Proludic Roundabout<br>Seniors Air Swing<br>Spiders Web Nest<br>Titan Play System,10418,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1750,"Playground, toilets","Spacious reserve with young trees and predominantly grass area, catering for active recreational purposes. Lovely open space used by many for all seasons and weather conditions. A path runs down the middle of this reserve. Caters to cricket in the summer, and soccer in the winter, with a car parking facility off Riversdale Road."
Riverside Community Centre,174.857198796163,-36.9262457898896,"20-22 Peace Avenue, Auckland Central",4,Activity Panel<br>Module<br>Spring perch<br>Springy skateboard,10271,,,
Robert Knox Memorial Park,174.574905078689,-36.8652248543854,"Knox Road, Auckland",3,Modern Modular<br>Playground Track<br>Swing Double,20532,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14102,playground,Local Park - Leisure
Roberta Reserve,174.878453032899,-36.8627867071297,"20 Roberta Avenue, Auckland",5,Eagles Nest<br>Fort module<br>Lunar Spinner<br>Stepping logs<br>Swings,10063,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1765,,"A lovely green open space, adjacent to Tamaki Estuary. Watch the kite boarders, have a game of soccer or cricket, enjoy a picnic. This reserve links into Tahuna Torea."
Robinson Reserve,174.752020056952,-36.9050995711228,"50 Smallfield Avenue, Auckland",7,Dizzy Disc<br>Module<br>Overhead Climber<br>Seesaw<br>Spica twirl about<br>Spica twirl about<br>Springy animal<br>Swings,20939,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1770,"Playground, table",Local green open space.
Rook Reserve,174.714052217221,-36.7537996702441,"12 Rook Place, Auckland",3,Chest Leg<br>Leg Press<br>Roman Chair,21964,,,
Rosario Reserve,174.699784600006,-36.6040237062771,"3a Rosario Crescent, Red Beach",2,Module-Medium<br>Swing,20602,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14117,playground,
Rosedale Park,174.709715866892,-36.7469652255007,"2 Jack Hinton Drive, Rosedale",9,Roman Chair<br>Slide<br>Soccer Play Backstop<br>Soccer Play Target<br>Soccer slalom<br>Spacenet<br>Springy animal ladybird<br>Swing snr<br>Swing keyhole Jnr,10931,,,
Rothesay Bay Beach Reserve,174.75058533198,-36.7215123006833,"60 Rothesay Bay Road, Auckland",3,Module-Large<br>Swing<br>Swing basket,20073,,,
Roulston Park & Pioneer Cottage,174.909123182246,-37.1999606295375,"9 Stadium Drive, Auckland",2,Swing Unit<br>Modern modular (large),21894,,,
Roundtree Reserve,174.919413840602,-37.0495465388573,"31R Rountree Place, Auckland",4,Climbing Frame<br>Roctopus<br>Slide<br>Swing unit,21628,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14139,playground,Local Park - Leisure
Royal Heights Park,174.623524381026,-36.8324503696954,"144A Royal Road, Auckland",2,Modern Modular<br>Swing Double,22068,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14142,playground,Local Park - Leisure
Ruapotaka Reserve,174.857565868214,-36.8785967444053,"96 Line Road, Auckland",2,Junior module<br>Springy animal,10258,,,
Ruka Reserve,174.838927554035,-36.8775813102912,"5 Ruka Lane, Auckland",4,Embankment slide<br>Module - Bibox<br>Springy animal<br>Swing,21561,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1800,Playground,Local green open space.
Rutherford Reserve,174.835320380734,-36.8703278772248,"28B Rutherford Terrace, Auckland",7,Car rocker<br>Flying Fox<br>Junior slide module<br>Module<br>Springy rocker<br>Swings<br>Timber swings,10029,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1805,Playground,Local green open space.
Sackville Reserve,174.734415288899,-36.8554188965398,"21 Sackville Street, Auckland",2,Module<br>Swing,20955,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1810,"Barbecue, playground, table",Local green open space.
Sainsbury Reserve North,174.734469935533,-36.8789482804546,"35A Morningside Drive, Auckland",4,Climbing module<br>Junior Module<br>Seesaw<br>Swings,21004,,,
Salisbury Reserve,174.732371177244,-36.8449764527979,"19 Salisbury Street, Auckland",9,Module<br>Overhead bars<br>Playground Seat<br>Roundabout<br>Sandpit<br>Slide<br>Springy animal<br>Swing<br>Swings,10304,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1820,Playground,Petanque Club.
Samuel Miller Park (Nelson St Reserve),174.904737597622,-37.2113746163166,"42 Nelson Street - Pukekohe, Auckland",1,Flying Fox,22977,,,
San Bernadino Reserve,174.609603502208,-36.8885014631006,"San Bernadino Drive, Auckland",2,Modern Modular<br>Swing Double,22131,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14156,playground,Local Park - Leisure
Sanders Reserve,174.638337371112,-36.7669621836867,"142 Sanders Avenue, Auckland",6,Seesaw-Caterpillar<br>Slide<br>Springy animal pig<br>Swing<br>Swing rope basket<br>Tunnel<br>Tunnel,21968,,,
Sandringham Reserve,174.73672237025,-36.8929345357843,"598 Sandringham Road, Auckland",1,Module,10312,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1825,Playground,Very small local open space.
Sandspit Reserve - Rodney,174.727607662141,-36.3928756088339,"1336 Sandspit Road, Auckland",2,Module-Large<br>Swing,22237,,,
Sandspit Reserve - Waiuku,174.726878525369,-37.2332872713832,"15 Rangiwhea Road, Auckland",8,Slide<br>Climbing frame<br>Double slide<br>Pirate ship rope tower<br>Pommel swing<br>Rocking dinghy<br>Rocks&Stepping logs<br>Timber jetty,21933,,,
Sapphire Reserve,174.71862781852099,-36.7686067631835,"14 Sapphire Place, Auckland",5,ClimberFixed<br>Seesaw<br>Slide<br>Spinner bowl<br>Swing,22189,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14170,playground,Local Park - Leisure
Sarajevo Reserve,174.617440336801,-36.8476367888191,"7 Sarajevo Place, Auckland",2,Modern Modular<br>Swing Double,22106,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14172,playground,Local Park - Leisure
Savage Park,174.837210134928,-36.9128492933958,"10 Hamlin Road, Auckland",1,Module,10373,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1840,Playground,A small open space adjacent to the Sylvia Park School.
School Reserve,174.737937768894,-36.8729199265675,"1A Western Springs Road, Auckland Central",4,"Car racer<br>Module - tree hut, slides, cables<br>Spinner roundabout<br>Swings",10255,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1855,"Playground, table",Local green open space.
Schopolo East,174.679909294964,-36.762339476131,"43 Schopolo Place, Auckland",4,Slide<br>Spacenet<br>Stepping logs<br>Swing keyhole Jnr,20924,,,
Seine Reserve,174.751546235642,-36.768914269923,"12 Seine Road, Auckland",3,Module-Small-Open Slide<br>Seesaw-Spring<br>Swing,11080,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14201,playground,Local Park - Leisure
Selwyn Reserve - Forrest Hill,174.752105998114,-36.7645383048912,"53 Selwyn Crescent, Auckland",2,Seesaw<br>Swing,21126,,,
Selwyn Reserve - Mission Bay,174.829760986128,-36.847006042683,"48 Tamaki Drive, Auckland",10,Balance board<br>Car springy rocker<br>Junior module<br>Sand play unit<br>Slide<br>Spica<br>Spica<br>Springy rocker<br>Springy seesaw - large<br>Supa nova<br>Swing,10154,,,
Semillon Reserve,174.614844984372,-36.8778883759064,"Semillon Avenue, Auckland",3,Modern Modular<br>Playground Track<br>Swing Double,22560,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14205,playground,Local Park - Leisure
Shadon/Springtime Reserve,174.717133494485,-36.6167360707987,"43 Shadon Place, Stanmore Bay",1,Module-Medium,22412,,,
Shelly Beach Reserve,174.378757049026,-36.5719136055657,"33-34 James Mcleod Road, Shelly Beach",5,Module-Medium-Firestation<br>Module medium (senior)<br>Module-Small-Jnr-Beach<br>Spinner pole<br>Spinner pole<br>Swing<br>Swing,11246,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14227,"BBQ,playground, toilets",
Shelter Reserve,174.686285023675,-36.7759611821291,"25 Shelter Drive, Auckland",3,Module-Large<br>Seesaw-Springy<br>Swing,21976,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14228,playground,Local Park - Leisure
Shepherds Park,174.688496021141,-36.7893337292635,"31-35 Cresta Avenue, Beach Haven",8,Air walker/Dip&crunch station<br>Horse rider/skier<br>Pull down exerciser<br>Pullup bar<br>Pullup bar<br>Shoulder wheel<br>Module-Large<br>Swing<br>Swing mega,10926,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14229,"BBQ,playground, toilets",Premier Park - Sport
Sherwood Park,174.639549521665,-36.8574376496225,"Sherwood Avenue, Auckland",3,Fitness Station-Horse Rider & Skier<br>Fitness Station-Shoulder Wheels & Cross<br>Fitness Station-Sit up Bench & Leg Press,22500,,,
Sherwood Reserve,174.735830976338,-36.7172686018854,"82 Glencoe Road, Auckland",6,Module-Large<br>Module-Medium-Ground Mounted<br>Seesaw-Spring<br>Slide<br>Swing Mixed<br>Swing basket,22152,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14233,playground,Local Park - Leisure
Shipton Reserve,174.710075895063,-36.923964162805,"33A Lynbrooke Avenue, Auckland",3,Eagle's Nest<br>Fort/Slide<br>Swing Quadruple,21521,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1890,Playground,Medium local reserve.
Shoesmith Domain Recreation Reserve,174.658480340802,-36.398690927034004,"Shoesmith Street, Auckland",4,Module-Large<br>Module-Small-Jnr-Beach<br>Swing snr<br>Turn Bars,11210,,,
Shore Road Reserve,174.791086595621,-36.8645503042313,"32B Shore Road, Auckland",5,Climber<br>Dippy disc<br>Rocker<br>Slide<br>T-bar swing,21794,,,
Silverdale War Memorial Park,174.667588614283,-36.6212044261252,"12 Hibiscus Coast Highway, Silverdale",2,Module-Large<br>Swing,20024,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14249,"playground, toilets",
Sister Rene Shadbolt Park,174.691628012805,-36.921161224231,"128 Portage Road, Auckland",1,Swing Triple,11346,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14255,,Lots of open space and grassy fields plus a popular skate park and over 700m of walking track through parkland and bush.
Snells Beach (Sunrise Boulevard),174.729826763011,-36.4202701931085,"Sunrise Boulevard, Auckland",4,Dynamo rotating climbing net<br>Flying Fox<br>Module-Junior climb slide & play<br>Swings high quad regular & infant,22359,,,
Somerville Park,174.93562540934,-36.9174692903732,"99R Somerville Road, Auckland",4,Air Walker On High Side Of Reserve<br>Elliptical Crosstrainer On High Side<br>Lat Pull Down<br>Leg Press,21292,,,
Spargo Reserve,174.636432002308,-36.8324080992337,"26 Spargo Road, Auckland",2,Modern Modular<br>Swing Double<br>Swing Double,22516,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14278,playground,Local Park - Leisure
Spinella Reserve,174.711495937421,-36.7719131254063,"41 Spinella Drive, Auckland",4,Slide<br>Spinner bowl<br>Spinner bowl<br>Swing<br>Swing large Rope,22197,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14283,playground,Local Park - Leisure
St Heliers Bay Beach Reserve,174.859470231176,-36.8495178816002,"384 Tamaki Drive, Auckland",5,Dome<br>Large module<br>Springy seesaw<br>Swing<br>Swing T bar,21866,,,
St Margarets Park,174.620425812023,-36.819625428382,"45 Fitzherbert Avenue, Auckland",2,Modern Modular<br>Swing Double,22563,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14297,,Local Park - Leisure
St Marys Reserve,174.745228188829,-36.846973021436,"15 St Marys Road, Auckland",1,Swing T bar,20947,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1950,Playground,Very small reserve.
Stafford Park,174.748411504023,-36.8148330847734,"18 Denby Lane, Auckland",2,Module-Medium<br>Swing,10925,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14302,"playground, toilets",Local Park - Sport
Stanaway Reserve,174.738091771035,-36.7938432784934,"36 Stanaway Street, Auckland",3,Slide<br>Spinner disk<br>Swing,22199,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14303,playground,Local Park - Leisure
Stanley Bay Park,174.78159192842801,-36.8261901147787,"166 Calliope Road, Devonport",4,Spinning wheel<br>Module-Medium<br>Module-Small<br>Swing mega,11087,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14308,"playground, toilets",Local Park - Sport
Stanmore Bay Park,174.742446815445,-36.6246179443643,"159 Brightside Road, North Shore",12,Flying Fox<br>Module - Medium<br>Module-Medium-Sand<br>Seesaw-Spring double<br>Seesaw-Spring<br>Spacenet-Beach<br>Spinner bowl<br>Spinner bowl<br>Spinner bowl<br>Spinner<br>Swing<br>Swing snr<br>Swing<br>Swing basket<br>Swing rope,11275,,,
Starforth Reserve,174.619906512737,-36.9007879101755,"32 Starforth Place, Auckland",2,Modern Modular<br>Playground Track,22531,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14315,playground,Local Park - Leisure
Starlight Park,174.644059805115,-36.8012183561769,"15A Starlight Cove, Auckland",2,Module-Medium<br>Swing,22562,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14316,playground,Local Park - Leisure
Starling Park,174.603600834037,-36.860203532769,"Waitemata Drive, Auckland",8,Fitness Station<br>Fitness Station-Leg Stretch<br>Fitness Station-Pole Stretch<br>Fitness Station-Push Up Bar High<br>Fitness Station-Push Up Bar Low<br>Fitness Station-Uneven Parallel Bars<br>Fitness Station-Uneven Parallel Bars<br>Modern Modular<br>Swing Double,11420,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14317,"playground, toilets",This is a large flat grass reserve offering recreation for all ages.
Stillwater Reserve,174.720523096267,-36.6391793588478,"Duck Creek Road, Auckland",3,Climber<br>Module-Small-Boat<br>Swing,22423,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14320,"playground, toilets",
Stranolar Reserve,174.731468471767,-36.9265692244351,"30 Stranolar Drive, Auckland",5,Climbing frame<br>Module<br>Seesaw<br>Spica twirl about<br>Swing T bar,21177,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1960,Playground,Small local green open space.
Stredwick Reserve,174.733448334471,-36.6997635914649,"70 Stredwick Drive, Auckland",2,Module-Medium<br>Swing,12940,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14326,playground,Natural
Streetscape - Maungakiekie-Tamaki,174.854575826459,-36.8887150806747,"Clifton Court, Auckland",2,Module<br>Swing T bar,10072,,,
Sunburst Reserve & Tamatea Espl,174.728749268032,-36.4136153853815,"Sunburst Avenue, Auckland",2,Module-Medium<br>Swing snr,22360,,,
Sunny Crescent - Merlot Heights Reserve,174.543256432361,-36.7698691063816,"33 Merlot Heights, Auckland",1,Module-Medium,22461,,,
Sunnynook Park,174.739816964156,-36.7543969547657,"90 Sunnynook Road, Auckland",3,Module-Medium-Jnr-Comm Centre<br>Module-Medium-Jnr-Tonkin Drive<br>Swing,11072,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14344,"playground, toilets",Local Park - Sport
Sunnynook Square,174.739995729069,-36.7602668103398,"R 130 Sunnynook Road, Auckland",2,Module-Small-Climber spinner<br>Spinner bowl,23464,,,
Sunnyside Domain,174.863316608457,-36.9833297429224,"24R York Road, Auckland",4,Modern Modular (Small)<br>Springy Animal<br>Swing Unit<br>Modern Modular (Large),10877,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14345,playground,Local Park - Leisure
Sunvue Park,174.632476528681,-36.9148226764376,"94 Sunvue Road, Auckland",4,Modern Modular<br>Spinner<br>Spinner<br>Springy Animal<br>Springy Animal<br>Swing Double,22568,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14348,playground,Local Park - Leisure
Surfdale Hall Reserve & Foreshore,175.02259466233,-36.7929557301098,"4 Hamilton Road, Waiheke Island",3,Module<br>Module - climbing<br>Swing T bar,10319,,,
